Name,Def,DefExpanded,CheckResult,IsScriptCreated,FieldNames,MeasureNames,VariableNames,FunctionNames,IsUsed,UseCount,QsdaVersion,MetaId
vTurnTime7,,,,False,,,,,True,3,3.4.5,621
vStart23,,,,False,,,,,True,3,3.4.5,622
vRevenue,,,,False,,,,,False,0,3.4.5,623
vLoansFunded,,,,False,,,,,False,0,3.4.5,624
ClimberCustomReportf5075efedf3943d4936621f66b042a28,"{""options"":{""fieldsAndSortbarVisible"":true,""activeReportId"":""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"",""cacheId"":1585839896263},""states"":{""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"":{""qId"":""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"",""title"":""Loan Data"",""cIds"":[],""visualizationType"":""table"",""visualizationState"":{""table"":{""qInterColumnSortOrder"":[],""columnWidths"":{},""qSuppressZero"":false,""qStateName"":"""",""totals"":[""QjsVB"",""gJbjZF""],""qColumnOrder"":[]}},""expandedDimensions"":[],""expandedMeasures"":[]}}}","{""options"":{""fieldsAndSortbarVisible"":true,""activeReportId"":""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"",""cacheId"":1585839896263},""states"":{""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"":{""qId"":""7b8e66ec-2cf9-4c92-bc53-b3e27393f72a"",""title"":""Loan Data"",""cIds"":[],""visualizationType"":""table"",""visualizationState"":{""table"":{""qInterColumnSortOrder"":[],""columnWidths"":{},""qSuppressZero"":false,""qStateName"":"""",""totals"":[""QjsVB"",""gJbjZF""],""qColumnOrder"":[]}},""expandedDimensions"":[],""expandedMeasures"":[]}}}","Error in expression:
'}' expected",False,,,,,False,0,3.4.5,625
vTurnTime13,,,,False,,,,,True,3,3.4.5,626
fMTDWorkDays,"If(NetWorkDays(MonthStart($1), $1, '1/1/2010','1/1/2013','1/1/2014','1/1/2015','1/1/2016','1/1/2018','1/1/2019','1/1/2020','1/1/2021','1/15/2018','1/16/2012','1/16/2017','1/16/2023','1/17/2011','1/17/2022','1/18/2010','1/18/2016','1/18/2021','1/19/2015','1/2/2012','1/2/2017','1/2/2023','1/20/2014','1/20/2020','1/21/2013','1/21/2019','10/10/2011','10/10/2016','10/10/2022','10/11/2010','10/11/2021','10/12/2015','10/12/2020','10/13/2014','10/14/2013','10/14/2019','10/8/2012','10/8/2018','10/9/2017','10/9/2023','11/10/2017','11/10/2023','11/11/2010','11/11/2011','11/11/2013','11/11/2014','11/11/2015','11/11/2016','11/11/2019','11/11/2020','11/11/2021','11/11/2022','11/12/2012','11/12/2018','11/22/2012','11/22/2018','11/23/2017','11/23/2023','11/24/2011','11/24/2016','11/24/2022','11/25/2010','11/25/2021','11/26/2015','11/26/2020','11/27/2014','11/28/2013','11/28/2019','12/24/2021','12/25/2010','12/25/2012','12/25/2013','12/25/2014','12/25/2015','12/25/2017','12/25/2018','12/25/2019','12/25/2020','12/25/2023','12/26/2011','12/26/2016','12/26/2022','12/31/2010','12/31/2021','2/15/2010','2/15/2016','2/15/2021','2/16/2015','2/17/2014','2/17/2020','2/18/2013','2/18/2019','2/19/2018','2/20/2012','2/20/2017','2/20/2023','2/21/2011','2/21/2022','5/25/2015','5/25/2020','5/26/2014','5/27/2013','5/27/2019','5/28/2012','5/28/2018','5/29/2017','5/29/2023','5/30/2011','5/30/2016','5/30/2022','5/31/2010','5/31/2021','7/3/2015','7/3/2020','7/4/2011','7/4/2012','7/4/2013','7/4/2014','7/4/2016','7/4/2017','7/4/2018','7/4/2019','7/4/2022','7/4/2023','7/5/2010','7/5/2021','9/1/2014','9/2/2013','9/2/2019','9/3/2012','9/3/2018','9/4/2017','9/4/2023','9/5/2011','9/5/2016','9/5/2022','9/6/2010','9/6/2021','9/7/2015','9/7/2020') = 0, 1, NetWorkDays(MonthStart($1), $1, '1/1/2010','1/1/2013','1/1/2014','1/1/2015','1/1/2016','1/1/2018','1/1/2019','1/1/2020','1/1/2021','1/15/2018','1/16/2012','1/16/2017','1/16/2023','1/17/2011','1/17/2022','1/18/2010','1/18/2016','1/18/2021','1/19/2015','1/2/2012','1/2/2017','1/2/2023','1/20/2014','1/20/2020','1/21/2013','1/21/2019','10/10/2011','10/10/2016','10/10/2022','10/11/2010','10/11/2021','10/12/2015','10/12/2020','10/13/2014','10/14/2013','10/14/2019','10/8/2012','10/8/2018','10/9/2017','10/9/2023','11/10/2017','11/10/2023','11/11/2010','11/11/2011','11/11/2013','11/11/2014','11/11/2015','11/11/2016','11/11/2019','11/11/2020','11/11/2021','11/11/2022','11/12/2012','11/12/2018','11/22/2012','11/22/2018','11/23/2017','11/23/2023','11/24/2011','11/24/2016','11/24/2022','11/25/2010','11/25/2021','11/26/2015','11/26/2020','11/27/2014','11/28/2013','11/28/2019','12/24/2021','12/25/2010','12/25/2012','12/25/2013','12/25/2014','12/25/2015','12/25/2017','12/25/2018','12/25/2019','12/25/2020','12/25/2023','12/26/2011','12/26/2016','12/26/2022','12/31/2010','12/31/2021','2/15/2010','2/15/2016','2/15/2021','2/16/2015','2/17/2014','2/17/2020','2/18/2013','2/18/2019','2/19/2018','2/20/2012','2/20/2017','2/20/2023','2/21/2011','2/21/2022','5/25/2015','5/25/2020','5/26/2014','5/27/2013','5/27/2019','5/28/2012','5/28/2018','5/29/2017','5/29/2023','5/30/2011','5/30/2016','5/30/2022','5/31/2010','5/31/2021','7/3/2015','7/3/2020','7/4/2011','7/4/2012','7/4/2013','7/4/2014','7/4/2016','7/4/2017','7/4/2018','7/4/2019','7/4/2022','7/4/2023','7/5/2010','7/5/2021','9/1/2014','9/2/2013','9/2/2019','9/3/2012','9/3/2018','9/4/2017','9/4/2023','9/5/2011','9/5/2016','9/5/2022','9/6/2010','9/6/2021','9/7/2015','9/7/2020'))","If(NetWorkDays(MonthStart($1), $1, '1/1/2010','1/1/2013','1/1/2014','1/1/2015','1/1/2016','1/1/2018','1/1/2019','1/1/2020','1/1/2021','1/15/2018','1/16/2012','1/16/2017','1/16/2023','1/17/2011','1/17/2022','1/18/2010','1/18/2016','1/18/2021','1/19/2015','1/2/2012','1/2/2017','1/2/2023','1/20/2014','1/20/2020','1/21/2013','1/21/2019','10/10/2011','10/10/2016','10/10/2022','10/11/2010','10/11/2021','10/12/2015','10/12/2020','10/13/2014','10/14/2013','10/14/2019','10/8/2012','10/8/2018','10/9/2017','10/9/2023','11/10/2017','11/10/2023','11/11/2010','11/11/2011','11/11/2013','11/11/2014','11/11/2015','11/11/2016','11/11/2019','11/11/2020','11/11/2021','11/11/2022','11/12/2012','11/12/2018','11/22/2012','11/22/2018','11/23/2017','11/23/2023','11/24/2011','11/24/2016','11/24/2022','11/25/2010','11/25/2021','11/26/2015','11/26/2020','11/27/2014','11/28/2013','11/28/2019','12/24/2021','12/25/2010','12/25/2012','12/25/2013','12/25/2014','12/25/2015','12/25/2017','12/25/2018','12/25/2019','12/25/2020','12/25/2023','12/26/2011','12/26/2016','12/26/2022','12/31/2010','12/31/2021','2/15/2010','2/15/2016','2/15/2021','2/16/2015','2/17/2014','2/17/2020','2/18/2013','2/18/2019','2/19/2018','2/20/2012','2/20/2017','2/20/2023','2/21/2011','2/21/2022','5/25/2015','5/25/2020','5/26/2014','5/27/2013','5/27/2019','5/28/2012','5/28/2018','5/29/2017','5/29/2023','5/30/2011','5/30/2016','5/30/2022','5/31/2010','5/31/2021','7/3/2015','7/3/2020','7/4/2011','7/4/2012','7/4/2013','7/4/2014','7/4/2016','7/4/2017','7/4/2018','7/4/2019','7/4/2022','7/4/2023','7/5/2010','7/5/2021','9/1/2014','9/2/2013','9/2/2019','9/3/2012','9/3/2018','9/4/2017','9/4/2023','9/5/2011','9/5/2016','9/5/2022','9/6/2010','9/6/2021','9/7/2015','9/7/2020') = 0, 1, NetWorkDays(MonthStart($1), $1, '1/1/2010','1/1/2013','1/1/2014','1/1/2015','1/1/2016','1/1/2018','1/1/2019','1/1/2020','1/1/2021','1/15/2018','1/16/2012','1/16/2017','1/16/2023','1/17/2011','1/17/2022','1/18/2010','1/18/2016','1/18/2021','1/19/2015','1/2/2012','1/2/2017','1/2/2023','1/20/2014','1/20/2020','1/21/2013','1/21/2019','10/10/2011','10/10/2016','10/10/2022','10/11/2010','10/11/2021','10/12/2015','10/12/2020','10/13/2014','10/14/2013','10/14/2019','10/8/2012','10/8/2018','10/9/2017','10/9/2023','11/10/2017','11/10/2023','11/11/2010','11/11/2011','11/11/2013','11/11/2014','11/11/2015','11/11/2016','11/11/2019','11/11/2020','11/11/2021','11/11/2022','11/12/2012','11/12/2018','11/22/2012','11/22/2018','11/23/2017','11/23/2023','11/24/2011','11/24/2016','11/24/2022','11/25/2010','11/25/2021','11/26/2015','11/26/2020','11/27/2014','11/28/2013','11/28/2019','12/24/2021','12/25/2010','12/25/2012','12/25/2013','12/25/2014','12/25/2015','12/25/2017','12/25/2018','12/25/2019','12/25/2020','12/25/2023','12/26/2011','12/26/2016','12/26/2022','12/31/2010','12/31/2021','2/15/2010','2/15/2016','2/15/2021','2/16/2015','2/17/2014','2/17/2020','2/18/2013','2/18/2019','2/19/2018','2/20/2012','2/20/2017','2/20/2023','2/21/2011','2/21/2022','5/25/2015','5/25/2020','5/26/2014','5/27/2013','5/27/2019','5/28/2012','5/28/2018','5/29/2017','5/29/2023','5/30/2011','5/30/2016','5/30/2022','5/31/2010','5/31/2021','7/3/2015','7/3/2020','7/4/2011','7/4/2012','7/4/2013','7/4/2014','7/4/2016','7/4/2017','7/4/2018','7/4/2019','7/4/2022','7/4/2023','7/5/2010','7/5/2021','9/1/2014','9/2/2013','9/2/2019','9/3/2012','9/3/2018','9/4/2017','9/4/2023','9/5/2011','9/5/2016','9/5/2022','9/6/2010','9/6/2021','9/7/2015','9/7/2020'))","Bad field name(s) ""$1"" ""$1"" ""$1"" ""$1"" ",False,,,,"if, monthstart, networkdays",False,0,3.4.5,627
vRevenueBP,,,,False,,,,,False,0,3.4.5,628
fYearWeek,"Dual(Year($1)&'-W'&Num(Ceil(Num(Week($1)))),WeekStart($1))","Dual(Year($1)&'-W'&Num(Ceil(Num(Week($1)))),WeekStart($1))","Bad field name(s) ""$1"" ""$1"" ""$1"" ",False,,,,"ceil, dual, num, week, weekstart, year",False,0,3.4.5,629
vTurnTime16,,,,False,,,,,True,3,3.4.5,630
