lei,name,legalName,dba,nmls,nmlsNumber,type,dataYear,orig,dollarVol,branches,states,fico,ltv,dti,rate,hmdaRate,rateSource,products,conf,ob_totalOriginatedUnits2025,ob_mergedInsightsFromYear,ob_Conventional_originated,ob_Conventional_approximate,ob_Conventional_hmdaLoanType,ob_Conventional_note,ob_FHA_originated,ob_FHA_approximate,ob_FHA_hmdaLoanType,ob_FHA_note,ob_VA_originated,ob_VA_approximate,ob_VA_hmdaLoanType,ob_VA_note,ob_USDA_originated,ob_USDA_approximate,ob_USDA_hmdaLoanType,ob_USDA_note,ob_Jumbo_originated,ob_Jumbo_approximate,ob_Jumbo_hmdaLoanType,ob_Jumbo_note,ob_HELOC_originated,ob_HELOC_approximate,ob_HELOC_hmdaLoanType,ob_HELOC_note,dec_available,dec_mergedFromReportingYear,dec_totalApplications,dec_deniedApplications,dec_withdrawnApplications,dec_incompleteApplications,dec_approvedNotAccepted,dec_purchasedLoans,dec_denialReasonsSuppressedCount,dec_denialReasonsJson,dec_note
N8T7HW55LK5D2ORCKP39,First National Bank of Pennsylvania,First National Bank of Pennsylvania,,,,IMB,2025,15800,4744900000,,17,,,,6.75,,estimated,Conventional|Jumbo|HELOC|USDA|VA|FHA,73,15800,2024,12810,false,1,,149,false,2,,83,false,3,,15,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,22946,5741,1063,1014,112,1959,0,{},
549300W4FT4H1UWPGU95,GREENSTATE Credit Union,GREENSTATE Credit Union,,,,IMB,2025,15699,3083785000,,41,,,,6.75,,estimated,Conventional|FHA|Jumbo|VA|USDA|HELOC,73,15699,2024,12070,false,1,,458,false,2,,237,false,3,,19,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,18672,2078,2644,518,635,13,0,{},
5493001GDRY0EL7VG372,"ARK-LA-TEX FINANCIAL SERVICES, LLC.","ARK-LA-TEX FINANCIAL SERVICES, LLC.",,,,IMB,2025,15382,4942390000,,49,,,,6.75,,estimated,FHA|VA|Conventional|Jumbo|USDA|HELOC,73,15382,2024,8683,false,1,,4702,false,2,,2659,false,3,,188,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,23136,753,4372,306,743,266,0,{},
549300LXKO1O7CSK5J52,"FLAT BRANCH MORTGAGE, INC.","FLAT BRANCH MORTGAGE, INC.",,,,IMB,2025,15375,3707345000,,34,,,,6.75,,estimated,Conventional|VA|FHA|USDA|Jumbo,73,15375,2024,8136,false,1,,3346,false,2,,1495,false,3,,925,false,4,,1473,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,17606,258,2797,28,187,27,0,{},
5493007I0X1GRWIU8B34,AMERICA FIRST Federal Credit Union,AMERICA FIRST Federal Credit Union,,,,IMB,2025,15271,2128065000,,6,,,,6.75,,estimated,Conventional|FHA|VA|Jumbo|USDA|HELOC,73,15271,2024,15950,false,1,,43,false,2,,14,false,3,,2,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,22439,4432,873,0,1125,0,0,{},
549300R9S3MVDV4MGF56,"CARRINGTON MORTGAGE SERVICES, LLC","CARRINGTON MORTGAGE SERVICES, LLC",,,,IMB,2025,15089,3597275000,,50,,,,6.75,,estimated,VA|FHA|Conventional|Jumbo|USDA,73,15089,2024,5576,false,1,,5215,false,2,,2372,false,3,,19,false,4,,1907,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,44305,19009,7237,370,4088,400,0,{},
2549005SIVTHG14U2905,A&D Mortgage LLC,A&D Mortgage LLC,,,,IMB,2025,14692,5859680000,,50,,,,6.75,,estimated,Conventional|Jumbo|FHA|VA,72,14692,2024,8336,false,1,,68,false,2,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,6288,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,16445,1719,5487,110,193,528,0,{},
549300JYXTZDSPJEPI44,"PLAZA HOME MORTGAGE, INC.","PLAZA HOME MORTGAGE, INC.",,,,IMB,2025,14594,4603110000,,50,,,,6.75,,estimated,FHA|Conventional|USDA|VA|HELOC|Jumbo,72,14594,2024,8349,false,1,,4261,false,2,,1252,false,3,,221,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,29671,5675,2432,161,1082,6238,0,{},
549300CB67L6KPJLHE19,"TRIAD FINANCIAL SERVICES, INC.","TRIAD FINANCIAL SERVICES, INC.",,,,IMB,2025,14580,1626260000,,47,,,,6.75,,estimated,Conventional,72,14580,2024,12731,false,1,,,,,,,,,,,,,,,,,,,,,,true,2024,86581,48165,221,0,25464,0,0,{},
549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,BETTER MORTGAGE CORPORATION,,,,IMB,2025,14567,4443515000,,50,,,,6.75,,estimated,FHA|Conventional|HELOC|VA|Jumbo,72,14567,2024,4999,false,1,,407,false,2,,44,false,3,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,18219,2066,4066,3959,103,2575,0,{},
54930021WPEXNHYZUL09,"PLANET HOME LENDING, LLC","PLANET HOME LENDING, LLC",,,,IMB,2025,14469,4567085000,,50,,,,6.75,,estimated,VA|FHA|Conventional|USDA|Jumbo,72,14469,2024,3500,false,1,,3246,false,2,,3511,false,3,,139,false,4,,4073,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,65607,2897,525,20,177,51420,0,{},
L9VVX1KT5TFTKS0MLF66,First-Citizens Bank & Trust Company,First-Citizens Bank & Trust Company,,,,IMB,2025,14381,5025625000,,42,,,,6.75,,estimated,Conventional|Jumbo|HELOC|FHA|USDA|VA,72,14381,2024,14743,false,1,,332,false,2,,67,false,3,,20,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,23256,4874,1278,912,746,140,0,{},
549300370QILXLFUWD20,"ZILLOW HOME LOANS, LLC","ZILLOW HOME LOANS, LLC",,,,IMB,2025,14357,4759265000,,50,,,,6.75,,estimated,FHA|Conventional|Jumbo|VA,72,14357,2024,6689,false,1,,2154,false,2,,529,false,3,,,,,,4985,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,13109,792,2771,22,130,22,0,{},
549300KM40FP4MSQU941,Boeing Employees Credit Union,Boeing Employees Credit Union,,,,IMB,2025,14331,3859325000,,10,,,,6.75,,estimated,Conventional|HELOC|Jumbo|VA|FHA,72,14331,2024,13040,false,1,,27,false,2,,26,false,3,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,21382,5254,2243,195,595,2,0,{},
549300YB1H2FRI6JPM51,LAKE MICHIGAN CREDIT UNION,LAKE MICHIGAN CREDIT UNION,,,,IMB,2025,14279,4172905000,,13,,,,6.75,,estimated,Conventional|Jumbo|FHA|VA|USDA|HELOC,72,14279,2024,11873,false,1,,275,false,2,,94,false,3,,3,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,16222,1342,1803,447,358,27,0,{},
5493001NJEVHTZW7FG34,SCHOOLSFIRST,SCHOOLSFIRST,,,,IMB,2025,14224,3424860000,,1,,,,6.75,,estimated,Conventional|HELOC|Jumbo|FHA,72,14224,2024,12362,false,1,,41,false,2,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,16937,1961,1577,829,167,0,0,{},
Q7C315HKI8VX0SSKBS64,Cadence Bank,Cadence Bank,,,,IMB,2025,14010,4418710000,,25,,,,6.75,,estimated,Conventional|HELOC|Jumbo|FHA|VA|USDA,72,14010,2024,11435,false,1,,1061,false,2,,239,false,3,,88,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,19150,3490,2296,232,309,0,0,{},
COINQMNIM6RBU631DD85,Arvest Bank,Arvest Bank,,,,IMB,2025,13366,3350060000,,45,,,,6.75,,estimated,Conventional|HELOC|Jumbo|VA|FHA|USDA,72,13366,2024,11348,false,1,,1112,false,2,,348,false,3,,138,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,20066,3257,2961,641,244,17,0,{},
IUGPUX5LWRZ3B6KIZ697,Ameris Bank,Ameris Bank,,,,IMB,2025,13184,4919840000,,45,,,,6.75,,estimated,Conventional|HELOC|Jumbo|FHA|VA|USDA,72,13184,2024,11512,false,1,,1886,false,2,,1111,false,3,,95,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,20452,1597,3567,419,155,110,0,{},
5493008NWHQT1R22C024,"AMERICAN FINANCIAL NETWORK, INC.","AMERICAN FINANCIAL NETWORK, INC.",,,,IMB,2025,13125,4889335000,,50,,,,6.75,,estimated,VA|Conventional|FHA|USDA|Jumbo,72,13125,2024,6981,false,1,,4388,false,2,,1071,false,3,,142,false,4,,543,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,21017,1928,5788,577,142,0,0,{},
549300RWXUAFD1WAE410,"ATLANTIC BAY MORTGAGE GROUP, L.L.C.","ATLANTIC BAY MORTGAGE GROUP, L.L.C.",,,,IMB,2025,13073,4080985000,,17,,,,6.75,,estimated,VA|Conventional|FHA|USDA|Jumbo,72,13073,2024,8227,false,1,,3033,false,2,,1888,false,3,,267,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,17186,243,3194,0,125,206,0,{},
549300VORTI31GZTJL53,"CARDINAL FINANCIAL COMPANY, LIMITED PARTNERSHIP","CARDINAL FINANCIAL COMPANY, LIMITED PARTNERSHIP",,,,IMB,2025,12657,3437065000,,50,,,,6.75,,estimated,FHA|Conventional|VA|USDA|Jumbo,72,12657,2024,7798,false,1,,6024,false,2,,1391,false,3,,114,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,30212,2020,902,496,2713,0,0,{},
549300KJ8PAJ7E52HG32,Plains Commerce Bank,Plains Commerce Bank,,,,IMB,2025,12504,4452560000,,50,,,,6.75,,estimated,FHA|Conventional|Jumbo|VA|USDA,72,12504,2024,8666,false,1,,3593,false,2,,1214,false,3,,132,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,23164,722,8747,0,19,71,0,{},
549300F8C5JA44WNMI75,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,,,,IMB,2025,12172,4271550000,,48,,,,6.75,,estimated,Conventional|FHA|VA|USDA|Jumbo,72,12172,2024,5205,false,1,,2787,false,2,,1416,false,3,,57,false,4,,2707,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,15393,324,2912,2604,86,0,0,{},
54930043BMDE130FJ617,"PROVIDENT FUNDING ASSOCIATES, L.P.","PROVIDENT FUNDING ASSOCIATES, L.P.",,,,IMB,2025,12170,5406910000,,29,,,,6.75,,estimated,Conventional|Jumbo,72,12170,2024,13307,false,1,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,22086,1526,4880,1873,300,200,0,{},
549300O6Z0I6KYMESL47,AMWEST FUNDING CORP.,AMWEST FUNDING CORP.,,,,IMB,2025,12091,5045215000,,48,,,,6.75,,estimated,Conventional|HELOC|Jumbo|FHA|VA,72,12091,2024,8985,false,1,,259,false,2,,59,false,3,,2,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,16135,1234,5284,48,17,247,0,{},
549300K4ZLGS7SRDTL86,Equity Prime Mortgage LLC,Equity Prime Mortgage LLC,,,,IMB,2025,12087,3620835000,,50,,,,6.75,,estimated,FHA|Conventional|USDA|VA|Jumbo,72,12087,2024,850,false,1,,7532,false,2,,1911,false,3,,661,false,4,,1133,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,18565,670,4079,2821,22,7,0,{},
C5654JQHZUHN0772B561,USAA Federal Savings Bank,USAA Federal Savings Bank,,,,IMB,2025,11693,4085765000,,50,,,,6.75,,estimated,Conventional|VA|Jumbo,72,11693,2024,4681,false,1,,,,,,8524,false,3,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,28020,6580,8064,11,151,9,0,{},
549300WYBPIWKK6SQC06,Bell Bank,Bell Bank,,,,IMB,2025,11534,3916980000,,38,,,,6.75,,estimated,Conventional|HELOC|Jumbo|FHA|VA|USDA,72,11534,2024,9809,false,1,,638,false,2,,391,false,3,,34,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,13496,781,1720,3,83,26,0,{},
5493002B2WMHY23GFK92,"AMERICAN FINANCIAL RESOURCES, INC.","AMERICAN FINANCIAL RESOURCES, INC.",,,,IMB,2025,11444,3436360000,,49,,,,6.75,,estimated,VA|FHA|USDA|Conventional|Jumbo,72,11444,2024,1720,false,1,,2531,false,2,,697,false,3,,266,false,4,,6230,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,9814,829,1935,29,30,1744,0,{},
254900NTAC4H10MGSU23,Summit Credit Union,Summit Credit Union,,,,IMB,2025,11414,1930260000,,7,,,,6.75,,estimated,Conventional|Jumbo|HELOC,72,11414,2024,9929,false,1,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,15990,1738,1229,439,747,0,0,{},
549300FX7K8PTEQUU487,PENTAGON FEDERAL CREDIT UNION,PENTAGON FEDERAL CREDIT UNION,,,,IMB,2025,11278,2713160000,,50,,,,6.75,,estimated,Conventional|HELOC|VA|FHA|Jumbo,72,11278,2024,8623,false,1,,325,false,2,,1566,false,3,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,28887,11315,4539,2026,206,87,0,{},
984500U2F9A83N391A91,"CHAMPIONS FUNDING, LLC","CHAMPIONS FUNDING, LLC",,,,IMB,2025,11067,4679175000,,49,,,,6.75,,estimated,Conventional|Jumbo,72,11067,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,5412,987,1086,131,1,0,0,{},
549300AT7EB9FJAF0E61,Old National Bank,Old National Bank,,,,IMB,2025,10956,4053830000,,46,,,,6.75,,estimated,Conventional|Jumbo|VA|USDA|FHA|HELOC,72,10956,2024,8661,false,1,,226,false,2,,136,false,3,,12,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,14346,3455,1232,292,197,135,0,{},
25490066WMF8ZMQXQB18,"Lendage, LLC","Lendage, LLC",,,,IMB,2025,10890,793810000,,29,,,,6.75,,estimated,Conventional|HELOC,72,10890,2024,8331,false,1,,,,,,,,,,,,,,,,,,2559,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,true,2024,11856,1835,302,437,951,0,0,{},
549300VCMRO4ST680C11,VILLAGE CAPITAL & INVESTMENT LLC,VILLAGE CAPITAL & INVESTMENT LLC,,,,IMB,2025,10858,4076060000,,50,,,,6.75,,estimated,VA|FHA|Conventional|USDA,72,10858,2024,28,false,1,,3243,false,2,,8239,false,3,,21,false,4,,,,,,,,,,true,2024,60039,4450,5018,4262,8763,26015,0,{},
549300GS0W0TEUQS8571,"Morgan Stanley Private Bank, National Association","Morgan Stanley Private Bank, National Association",,,,IMB,2025,10740,11815530000,,50,,,,6.75,,estimated,Conventional|Jumbo|HELOC,72,10740,2024,10709,false,1,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,13901,539,1476,263,914,0,0,{},
54930049L5WINET09Q97,"Click n' Close, Inc.","Click n' Close, Inc.",,,,IMB,2025,10736,2445410000,,50,,,,6.75,,estimated,USDA|Conventional|FHA|VA|Jumbo,72,10736,2024,4624,false,1,,4070,false,2,,443,false,3,,461,false,4,,1138,true,,Remainder after HMDA loan_type 1–4; single extra product tag on panel.,,,,,true,2024,17433,538,7175,0,122,0,0,{},
5493001PXRJMPLXPG540,IDAHO CENTRAL CREDIT UNION,IDAHO CENTRAL CREDIT UNION,,,,IMB,2025,10608,2662370000,,8,,,,6.75,,estimated,Conventional|HELOC|FHA|Jumbo|VA|USDA,72,10608,2024,8175,false,1,,287,false,2,,107,false,3,,4,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,14046,2805,554,0,2114,0,0,{},
549300HFXTV55C2HHM89,DESERT FINANCIAL CREDIT UNION,DESERT FINANCIAL CREDIT UNION,,,,IMB,2025,10566,1503620000,,1,,,,6.75,,estimated,Conventional|HELOC|Jumbo,72,10566,2024,8747,false,1,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,14881,4512,425,25,1135,37,0,{},
549300R0SXC1JU7ZU290,"FIRST COMMUNITY MORTGAGE, INC.","FIRST COMMUNITY MORTGAGE, INC.",,,,IMB,2025,10308,3176860000,,46,,,,6.75,,estimated,Conventional|USDA|FHA|VA|Jumbo,72,10308,2024,6421,false,1,,2817,false,2,,875,false,3,,410,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,13521,834,854,205,795,19,0,{},
8I3UVGYULPJQIP7FQV10,"SouthState Bank, National Association","SouthState Bank, National Association",,,,IMB,2025,9967,3918535000,,31,,,,6.75,,estimated,Conventional|Jumbo|FHA|HELOC|USDA|VA,71,9967,2024,9010,false,1,,552,false,2,,228,false,3,,26,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,15833,3457,2125,94,334,7,0,{},
549300GSCUJKJINRJ980,"RUOFF MORTGAGE COMPANY, INC.","RUOFF MORTGAGE COMPANY, INC.",,,,IMB,2025,9934,2226510000,,24,,,,6.75,,estimated,Conventional|FHA|VA|USDA|Jumbo,71,9934,2024,7248,false,1,,2565,false,2,,579,false,3,,255,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,15781,1066,2636,164,1159,0,0,{},
5493006S869XKIESMV41,Mountain America Federal Credit Union,Mountain America Federal Credit Union,,,,IMB,2025,9837,1858265000,,11,,,,6.75,,estimated,Conventional|HELOC|Jumbo|FHA|VA|USDA,71,9837,2024,9521,false,1,,232,false,2,,49,false,3,,4,false,4,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,21793,7197,3117,1499,170,4,0,{},
