lei,name,legalName,dba,nmls,nmlsNumber,type,dataYear,orig,dollarVol,branches,states,fico,ltv,dti,rate,hmdaRate,rateSource,products,conf,ob_totalOriginatedUnits2025,ob_mergedInsightsFromYear,ob_Conventional_originated,ob_Conventional_approximate,ob_Conventional_hmdaLoanType,ob_Conventional_note,ob_FHA_originated,ob_FHA_approximate,ob_FHA_hmdaLoanType,ob_FHA_note,ob_VA_originated,ob_VA_approximate,ob_VA_hmdaLoanType,ob_VA_note,ob_USDA_originated,ob_USDA_approximate,ob_USDA_hmdaLoanType,ob_USDA_note,ob_Jumbo_originated,ob_Jumbo_approximate,ob_Jumbo_hmdaLoanType,ob_Jumbo_note,ob_HELOC_originated,ob_HELOC_approximate,ob_HELOC_hmdaLoanType,ob_HELOC_note,dec_available,dec_mergedFromReportingYear,dec_totalApplications,dec_deniedApplications,dec_withdrawnApplications,dec_incompleteApplications,dec_approvedNotAccepted,dec_purchasedLoans,dec_denialReasonsSuppressedCount,dec_denialReasonsJson,dec_note
549300SPHVO4KAGQUX53,The First National Bank of Hutchinson,The First National Bank of Hutchinson,,,,IMB,2025,245,47765000,,12,,,,6.75,,estimated,Conventional|Jumbo,70,245,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,233,9,4,0,6,0,0,{},
254900KXKBNKNWDAIL39,MEMBERS1st Community Credit Union,MEMBERS1st Community Credit Union,,,,IMB,2025,245,24505000,,1,,,,6.75,,estimated,Conventional|HELOC,70,245,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,105,11,3,0,0,0,0,{},
5493005ES4J6H2VR7264,Security Federal Bank,Security Federal Bank,,,,IMB,2025,244,74230000,,2,,,,6.75,,estimated,Conventional|Jumbo|VA|USDA|FHA,70,244,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,368,28,85,11,4,0,0,{},
254900YB9XQDO5W4KU33,Radiant Credit Union,Radiant Credit Union,,,,IMB,2025,244,38430000,,1,,,,6.75,,estimated,Conventional|HELOC|Jumbo,70,244,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,634,198,0,2,59,125,0,{},
549300GGXWS23NTTOB96,Meade County Bank,Meade County Bank,,,,IMB,2025,244,46720000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,244,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,386,50,17,0,51,0,0,{},
549300XYOAX0LV89BL94,"FCN Bank, National Association","FCN Bank, National Association",,,,IMB,2025,243,59075000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,243,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,237,12,17,0,3,0,0,{},
254900I3LJYL57NZ5H21,The Andover Bank,The Andover Bank,,,,IMB,2025,243,36735000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,243,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,260,50,24,19,3,0,0,{},
549300WRB87J6ZL6CO07,WESTERN VISTA,WESTERN VISTA,,,,IMB,2025,243,51275000,,4,,,,6.75,,estimated,Conventional|HELOC|FHA|VA,70,243,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,339,31,54,2,0,0,0,{},
549300PLVU3OBFUIPI18,"VALLEY MORTGAGE, INC.","VALLEY MORTGAGE, INC.",,,,IMB,2025,243,76625000,,2,,,,6.75,,estimated,Conventional|VA|FHA|USDA|HELOC|Jumbo,70,243,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,293,2,36,2,0,0,0,{},
2549008NRAZRGNG0TT58,PFCU,PFCU,,,,IMB,2025,242,35140000,,1,,,,6.75,,estimated,Conventional|USDA,70,242,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,true,2024,290,27,28,3,14,0,0,{},
549300FAG4VH7YJ66576,Anstaff Bank,Anstaff Bank,,,,IMB,2025,242,45760000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,242,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,258,13,38,0,0,0,0,{},
5493002G1DPDOKT55X37,DESCO,DESCO,,,,IMB,2025,241,38205000,,3,,,,6.75,,estimated,Conventional|VA|USDA|Jumbo,70,241,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,396,77,43,20,13,0,0,{},
549300FKWBMLIMGZ7Q40,Bridgewater Bank,Bridgewater Bank,,,,IMB,2025,241,482725000,,11,,,,6.75,,estimated,Conventional|Jumbo,70,241,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,242,7,51,0,11,0,0,{},
254900TQL77TN5I01K05,Fortifi Bank,Fortifi Bank,,,,IMB,2025,241,74165000,,5,,,,6.75,,estimated,Conventional|Jumbo,70,241,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,251,10,17,0,7,0,0,{},
549300EGL1VV7LY0QU69,Bank of Marin,Bank of Marin,,,,IMB,2025,241,127195000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,241,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,362,74,9,3,28,30,0,{},
5493001JAQD8VVV8SM40,Dirigo Federal Credit Union,Dirigo Federal Credit Union,,,,IMB,2025,240,30320000,,1,,,,6.75,,estimated,Conventional,70,240,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,379,102,14,7,24,0,0,{},
254900YOL8EJ9NBHIE43,Town & Country Bank,Town & Country Bank,,,,IMB,2025,240,46690000,,1,,,,6.75,,estimated,Conventional|USDA|Jumbo,70,240,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,344,25,10,0,18,0,0,{},
549300BAZS5RZ8O98A51,POWER FINANCIAL,POWER FINANCIAL,,,,IMB,2025,240,63360000,,1,,,,6.75,,estimated,Conventional|Jumbo|HELOC,70,240,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,287,54,0,1,1,0,0,{},
549300H6C1OV8E3V1P15,First Bank & Trust Co.,First Bank & Trust Co.,,,,IMB,2025,240,42470000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,240,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,379,49,49,0,0,0,0,{},
254900P681DTTH4I3144,Western State Bank,Western State Bank,,,,IMB,2025,240,128190000,,11,,,,6.75,,estimated,Conventional|Jumbo|FHA|VA,70,240,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,265,25,67,2,0,0,0,{},
549300OSS620JYU5KR81,ARSENAL CREDIT UNION,ARSENAL CREDIT UNION,,,,IMB,2025,240,45190000,,2,,,,6.75,,estimated,Conventional|FHA|Jumbo|USDA,70,240,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,174,13,5,0,0,0,0,{},
549300X08QKYUH256I80,"Goldwater Bank, N.A.","Goldwater Bank, N.A.",,,,IMB,2025,240,93870000,,24,,,,6.75,,estimated,Conventional|Jumbo|HELOC|VA|FHA|USDA,70,240,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,866,31,210,23,3,0,0,{},
2549001R901BOUXDJQ68,Bank of Holly Springs,Bank of Holly Springs,,,,IMB,2025,239,31235000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,239,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,255,17,35,0,0,0,0,{},
549300TG5MQ8D4SYP955,The Tax Lady,The Tax Lady,,,,IMB,2025,239,84235000,,7,,,,6.75,,estimated,Conventional|Jumbo|FHA,70,239,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,436,126,74,1,1,0,0,{},
549300TAWK59H74PXZ55,Peoples Community Bank,Peoples Community Bank,,,,IMB,2025,239,37725000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,239,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,289,29,28,0,0,0,0,{},
254900GRDRKSA8ZPAJ55,Traditions Bank,Traditions Bank,,,,IMB,2025,238,53270000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,238,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,174,4,3,0,1,0,0,{},
5493009NZUFSRFRWTY71,RED ROCKS Credit Union,RED ROCKS Credit Union,,,,IMB,2025,238,41040000,,1,,,,6.75,,estimated,Conventional|HELOC|Jumbo,70,238,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,267,31,44,7,4,0,0,{},
5493002YXAOJOQPEGS38,"TruHome Solutions, LLC","TruHome Solutions, LLC",,,,IMB,2025,238,62990000,,29,,,,6.75,,estimated,FHA|Conventional|USDA|VA,70,238,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,true,2024,2014,143,283,58,43,1127,0,{},
549300NN5CG5Q640OV05,Hickory Point Bank and Trust,Hickory Point Bank and Trust,,,,IMB,2025,238,53790000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,238,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,361,19,53,2,6,0,0,{},
254900HQBR2XD7IAKH63,"Towpath Credit Union, Inc.","Towpath Credit Union, Inc.",,,,IMB,2025,238,19750000,,2,,,,6.75,,estimated,Conventional|HELOC|VA,70,238,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,378,60,107,17,1,0,0,{},
549300YJD6GFEQBIEF90,TUCSON,TUCSON,,,,IMB,2025,238,20480000,,1,,,,6.75,,estimated,Conventional,70,238,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,631,76,68,7,18,11,0,{},
549300SI3EZ7U02L5E39,PROPONENT Federal Credit Union,PROPONENT Federal Credit Union,,,,IMB,2025,238,38270000,,17,,,,6.75,,estimated,Conventional|HELOC|Jumbo,70,238,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,526,117,88,0,9,0,0,{},
54930050YUB4R3ZKAI03,"E.M.I. EQUITY MORTGAGE, INC.","E.M.I. EQUITY MORTGAGE, INC.",,,,IMB,2025,237,41495000,,1,,,,6.75,,estimated,FHA|VA|USDA,70,237,2024,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,true,2024,289,47,27,0,1,0,0,{},
549300KI5WZF5PXKAF12,Metro Bank,Metro Bank,,,,IMB,2025,236,35130000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,236,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,239,16,2,0,12,0,0,{},
549300GT860C7IVCPZ04,DYBN FINANCIAL CORP.,DYBN FINANCIAL CORP.,,,,IMB,2025,235,95235000,,1,,,,6.75,,estimated,Conventional|VA,70,235,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,true,2024,373,7,111,0,0,0,0,{},
549300Z66NI4HM439O26,SACRAMENTO Credit Union,SACRAMENTO Credit Union,,,,IMB,2025,235,47845000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,235,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,387,107,19,0,16,0,0,{},
549300XTGDMRB8FMR522,TEXOMA COMMUNITY CREDIT UNION,TEXOMA COMMUNITY CREDIT UNION,,,,IMB,2025,235,24835000,,2,,,,6.75,,estimated,Conventional|HELOC,70,235,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,179,2,14,0,1,0,0,{},
25490091LXRCWGWGZ525,North Shore Federal Credit Union,North Shore Federal Credit Union,,,,IMB,2025,235,50035000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,235,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,238,10,92,0,0,0,0,{},
549300XZ4R55J9UKB235,SELFRELIANCE FEDERAL CREDIT UNION,SELFRELIANCE FEDERAL CREDIT UNION,,,,IMB,2025,235,109175000,,9,,,,6.75,,estimated,Conventional|Jumbo,70,235,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,257,1,14,0,3,0,0,{},
5493004VB8XJ1L0EOO76,The Bank of Fayette County,The Bank of Fayette County,,,,IMB,2025,235,56355000,,8,,,,6.75,,estimated,Conventional|Jumbo,70,235,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,229,6,20,2,5,0,0,{},
254900JM9VOQ8A8WF359,First Keystone Community Bank,First Keystone Community Bank,,,,IMB,2025,234,47720000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,234,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,357,42,28,11,12,0,0,{},
549300FJRQ7KMJ2TQQ84,The Hometown Bank of Alabama,The Hometown Bank of Alabama,,,,IMB,2025,234,40940000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,234,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,368,47,7,0,35,0,0,{},
549300RC1JITZLHVLH66,"EQUITY WAVE LENDING, INC.","EQUITY WAVE LENDING, INC.",,,,IMB,2025,234,81710000,,8,,,,6.75,,estimated,Conventional|Jumbo|HELOC,70,234,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,546,123,100,20,21,0,0,{},
549300OBYIDGN0LRQS38,First National Bank Of Oklahoma,First National Bank Of Oklahoma,,,,IMB,2025,234,63490000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,234,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,257,5,7,0,2,0,0,{},
254900MKY47WU65N1J56,Timberland Bank,Timberland Bank,,,,IMB,2025,233,162135000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,233,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,357,41,71,7,5,0,0,{},
54930022CQGV47Q8PM03,"SERVIS ONE, INC.","SERVIS ONE, INC.",,,,IMB,2025,233,57995000,,37,,,,6.75,,estimated,Conventional|VA|FHA,70,233,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,true,2024,378,56,106,0,1,0,0,{},
549300QRH7IX8IMYTC57,Dundee Bank,Dundee Bank,,,,IMB,2025,233,97295000,,7,,,,6.75,,estimated,Conventional|VA|FHA|Jumbo,70,233,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,245,11,22,0,4,0,0,{},
254900H565SUNWJ0IV44,Spark Mortgage,Spark Mortgage,,,,IMB,2025,233,80105000,,1,,,,6.75,,estimated,USDA|VA|FHA|Conventional,70,233,2025,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,false,,,,,,,,,,No hmdaInsights on 2025 row and no prior-year same-LEI row with insights to merge.
549300WHACUOETOKO184,First American Bank and Trust Company,First American Bank and Trust Company,,,,IMB,2025,232,86460000,,6,,,,6.75,,estimated,Conventional|Jumbo,70,232,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,225,4,14,1,1,0,0,{},
549300IRQPG1Q6VZ8Y58,Lone Star National Bank,Lone Star National Bank,,,,IMB,2025,232,136030000,,2,,,,6.75,,estimated,Conventional|FHA|VA|Jumbo,70,232,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,553,133,147,10,3,0,0,{},
549300YAYQAARPBTRA72,"PROPER RATE, LLC","PROPER RATE, LLC",,,,IMB,2025,232,100870000,,12,,,,6.75,,estimated,Conventional|FHA|Jumbo|VA|HELOC,70,232,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,2540,50,759,11,27,0,0,{},
549300KUIZTYQRC0R888,Heritage Bank National Association,Heritage Bank National Association,,,,IMB,2025,232,90510000,,38,,,,6.75,,estimated,Conventional|FHA|Jumbo|VA|USDA,70,232,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,320,26,53,0,0,0,0,{},
254900GVA8WBFNUQTV33,WINNSBORO STATE BANK & TRUST COMPANY,WINNSBORO STATE BANK & TRUST COMPANY,,,,IMB,2025,232,38840000,,6,,,,6.75,,estimated,Conventional|Jumbo,70,232,2025,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,false,,,,,,,,,,No hmdaInsights on 2025 row and no prior-year same-LEI row with insights to merge.
254900B0P7ZWM2SQVJ36,"Educated Mortgage Services, LLC","Educated Mortgage Services, LLC",,,,IMB,2025,231,72085000,,2,,,,6.75,,estimated,Conventional|VA|FHA,70,231,2025,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,false,,,,,,,,,,No hmdaInsights on 2025 row and no prior-year same-LEI row with insights to merge.
254900KPCI98XVKU8U39,Acadia Federal Credit Union,Acadia Federal Credit Union,,,,IMB,2025,231,29955000,,2,,,,6.75,,estimated,Conventional,70,231,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,138,1,4,2,0,0,0,{},
54930052808NIU3KIW97,"DIRECT LENDERS, LLC","DIRECT LENDERS, LLC",,,,IMB,2025,231,78955000,,3,,,,6.75,,estimated,Conventional|VA|FHA|HELOC|USDA|Jumbo,70,231,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,284,6,67,0,0,0,0,{},
254900EDYO1UYWLWP146,"CNB Bank, Inc.","CNB Bank, Inc.",,,,IMB,2025,231,82515000,,7,,,,6.75,,estimated,Conventional|VA|Jumbo|USDA|FHA,70,231,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,264,16,18,1,3,0,0,{},
5493002DRIX59V47NM65,LOS ANGELES POLICE Federal Credit Union,LOS ANGELES POLICE Federal Credit Union,,,,IMB,2025,230,44510000,,10,,,,6.75,,estimated,Conventional|Jumbo,70,230,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,473,82,78,1,14,0,0,{},
549300U3NIUGN9OO4407,CUMBERLAND COUNTY,CUMBERLAND COUNTY,,,,IMB,2025,230,32320000,,1,,,,6.75,,estimated,Conventional,70,230,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,232,28,19,1,12,0,0,{},
549300HWDY3N8UVJO697,"Sunrise Banks, National Association","Sunrise Banks, National Association",,,,IMB,2025,230,78960000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,230,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,295,37,34,4,3,0,0,{},
